pressure_extend,pressure_retract,position,velocity,pressure_diff,fault_any
1.54,0.38,0.0002,0.008,1.16,1
0.92,-0.55,-0.0006,-0.0103,1.4700000000000002,1
0.3,1.72,-0.0003,-0.0088,-1.42,1
-0.63,0.39,-0.0017,0.0008,-1.02,1
0.87,-0.14,-0.0009,0.0028,1.01,1
0.83,0.4,-0.0013,0.0014,0.4299999999999999,1
-1.95,-0.81,-0.0003,0.0104,-1.14,1
0.84,-0.67,-0.0009,0.0089,1.51,1
0.34,0.3,0.0011,0.019,0.04,1
-1.26,0.52,-0.0004,-0.0064,-1.78,1
-1.09,0.36,-0.0001,-0.0036,-1.4500000000000002,1
-1.15,-0.69,0.0004,0.0159,-0.4599999999999999,1
0.46,0.95,0.0009,0.0102,-0.4899999999999999,1
0.64,-0.57,-0.0006,0.0067,1.21,1
-2.56,1.47,0.0006,-0.0105,-4.03,1
1.46,-1.01,-0.0025,-0.0153,2.47,1
-0.87,-0.45,0.001,0.0058,-0.42,1
0.16,-0.58,-0.0012,-0.0057,0.74,1
-1.24,0.34,0.0008,0.0099,-1.58,1
-0.76,0.34,-0.0006,0.0012,-1.1,1
0.6,-0.74,-0.0001,0.0046,1.34,1
-0.41,-0.48,-0.0004,-0.0143,0.07,1
0.95,0.74,-0.002,0.0107,0.2099999999999999,1
0.75,-0.48,-0.0007,0.0006,1.23,1
-0.78,-0.5,0.0015,0.003,-0.28,1
-0.01,1.02,0.0015,-0.0029,-1.03,1
0.59,-0.7,-0.0016,0.0208,1.29,1
0.7,0.32,-0.0018,0.0022,0.3799999999999999,1
1.64,-0.78,0.0008,-0.0185,2.42,1
-0.38,3.05,0.0006,0.0061,-3.43,1
0.48,1.42,-0.0011,-0.0118,-0.94,1
1.52,-1.06,0.0,-0.0008,2.58,1
-0.31,-0.42,0.0002,0.0008,0.1099999999999999,1
0.43,-0.86,-0.0004,0.0176,1.29,1
0.14,-1.4,-0.0005,0.0156,1.54,1
0.06,0.72,0.0002,0.018,-0.6599999999999999,1
-0.94,1.8,-0.0011,0.0171,-2.74,1
-0.12,0.67,0.0002,-0.0006,-0.79,1
0.23,0.89,-0.001,-0.016,-0.66,1
-1.13,-0.38,0.0005,-0.0063,-0.7499999999999999,1
-1.92,-0.11,-0.0001,-0.016,-1.81,1
-0.28,-1.09,-0.0017,0.0049,0.81,1
0.09,-0.97,-0.0005,0.0061,1.06,1
0.2,0.75,0.0004,-0.002,-0.55,1
-0.61,-0.78,-0.0014,0.0108,0.17,1
-0.21,0.09,-0.0004,-0.0025,-0.3,1
-0.36,-0.12,-0.0006,0.0145,-0.24,1
0.55,-0.2,-0.0001,-0.0068,0.75,1
2.9,-1.62,0.0006,-0.012,4.52,1
0.37,-0.34,0.0008,0.0084,0.71,1
-0.61,0.14,0.0,-0.0001,-0.75,1
-0.27,-0.23,0.0003,0.0073,-0.04,1
-1.18,-0.95,0.0009,-0.0002,-0.2299999999999999,1
-0.14,1.34,-0.0014,0.0001,-1.48,1
0.48,-1.77,0.0,0.0139,2.25,1
2.08,-0.68,0.0004,-0.0117,2.76,1
-0.56,0.59,-0.0005,0.0152,-1.15,1
-0.11,-0.38,-0.0009,-0.0058,0.27,1
0.64,1.25,0.0011,0.0034,-0.61,1
-0.43,-0.76,0.0005,0.0034,0.33,1
0.94,-0.45,0.0008,0.0274,1.39,1
-0.78,0.49,0.0004,-0.0016,-1.27,1
1.1,0.27,-0.0008,-0.0009,0.8300000000000001,1
-0.49,-0.2,-0.0015,-0.0036,-0.29,1
-0.03,-0.79,-0.0002,-0.0161,0.76,1
-0.82,1.26,-0.0001,0.0089,-2.08,1
0.8,-1.24,0.0008,-0.0019,2.04,1
0.63,0.23,0.0025,-0.0016,0.4,1
-0.77,0.01,0.002,0.0126,-0.78,1
-0.79,1.12,0.0012,-0.0203,-1.91,1
-0.86,2.24,-0.0004,0.0097,-3.1,1
-0.85,1.63,-0.0004,-0.0075,-2.48,1
-0.95,1.73,-0.0028,-0.0232,-2.68,1
0.02,1.4,-0.0002,-0.0035,-1.38,1
0.24,0.25,0.0015,0.0148,-0.01,1
1.83,2.75,-0.0006,0.0031,-0.92,1
0.9,-0.67,0.0021,-0.0001,1.57,1
-0.01,-1.88,0.0013,-0.0017,1.87,1
1.05,0.32,0.0005,-0.0042,0.73,1
-1.22,-0.41,-0.0017,0.0016,-0.81,1
0.87,-1.35,-0.0011,-0.0194,2.22,1
-0.39,0.72,-0.0017,-0.0024,-1.11,1
-0.45,1.67,0.0006,-0.0029,-2.12,1
-0.36,0.38,-0.0014,0.011,-0.74,1
-1.64,0.04,0.0002,-0.0216,-1.68,1
-0.4,-0.02,-0.0003,0.0098,-0.38,1
-0.23,-1.75,0.0001,-0.0056,1.52,1
0.16,0.38,-0.0015,0.0097,-0.22,1
1.23,-0.16,0.0,-0.0047,1.39,1
314.02,4.88,1.252,125.3242,309.14,1
313.97,4.93,1.7988,0.0115,309.04,1
316.27,5.74,1.8013,-0.0069,310.53,1
314.64,6.0,1.8005,0.0074,308.64,1
313.23,5.73,1.7999,0.0136,307.5,1
315.64,4.29,1.8018,-0.0044,311.35,1
315.18,5.93,1.8004,-0.0087,309.25,1
316.93,5.41,1.7998,-0.0079,311.52,1
314.21,4.91,1.8005,0.0169,309.29999999999995,1
314.59,7.18,1.7977,0.0024,307.41,1
315.44,4.8,1.8005,0.0128,310.64,1
315.64,5.2,1.7988,-0.0024,310.44,1
316.12,4.27,1.8,0.0219,311.85,1
313.6,5.46,1.8018,-0.0016,308.14000000000004,1
314.36,5.36,1.7994,-0.0171,309.0,1
315.36,3.59,1.8005,-0.0044,311.77000000000004,1
313.59,3.15,1.7997,-0.0072,310.44,1
315.04,3.81,1.8002,0.0048,311.23,1
316.4,4.9,1.7994,0.0017,311.5,1
315.86,3.37,1.8002,0.006,312.49,1
316.44,4.48,1.7983,-0.0202,311.96,1
316.34,3.4,1.8009,-0.0229,312.94,1
314.34,6.47,1.8009,0.0095,307.86999999999995,1
315.1,4.14,1.7993,-0.0096,310.96000000000004,1
314.09,5.28,1.8003,-0.0076,308.81,1
316.72,5.61,1.7987,-0.0053,311.11,1
315.83,5.53,1.7988,-0.0048,310.3,1
316.28,5.49,1.7996,0.0036,310.79,1
314.5,5.77,1.7999,0.0005,308.73,1
312.82,4.68,1.7996,-0.0269,308.14,1
315.99,4.67,1.8006,0.0035,311.32,1
315.93,5.22,1.7988,0.0026,310.71,1
315.58,5.0,1.7988,0.0031,310.58,1
315.01,4.65,1.8002,0.0138,310.36,1
315.72,5.16,1.8016,0.0102,310.56,1
315.81,3.42,1.8007,-0.0013,312.39,1
314.18,7.79,1.8005,-0.0159,306.39,1
314.33,4.31,1.7999,0.005,310.02,1
314.1,5.78,1.7985,0.0002,308.32000000000005,1
314.59,4.15,1.7991,0.004,310.44,1
315.98,4.57,1.7995,0.0062,311.41,1
313.88,5.57,1.7991,0.011,308.31,1
313.57,6.15,1.7992,0.023,307.42,1
316.77,5.02,1.7999,0.0064,311.75,1
315.91,4.51,1.8001,0.0017,311.40000000000003,1
314.72,6.88,1.7998,-0.0092,307.84000000000003,1
316.66,5.93,1.7987,0.0075,310.73,1
314.72,5.65,1.8002,0.0006,309.07000000000005,1
315.31,5.46,1.8004,0.0091,309.85,1
313.51,3.81,1.8003,0.0064,309.7,1
315.17,3.98,1.8002,0.0026,311.19,1
313.91,5.11,1.8,0.0062,308.8,1
316.27,5.96,1.7996,0.0109,310.31,1
315.07,4.43,1.8002,0.0126,310.64,1
314.22,6.01,1.7995,0.0079,308.21000000000004,1
316.58,4.03,1.7997,-0.0087,312.55,1
313.14,3.75,1.7992,-0.0,309.39,1
316.41,4.6,1.7993,-0.0064,311.81,1
315.63,4.86,1.8009,-0.0003,310.77,1
313.86,5.94,1.7998,0.0019,307.92,1
313.64,5.01,1.8012,0.0131,308.63,1
315.28,3.61,1.8015,0.0032,311.67,1
314.94,4.73,1.8012,-0.0011,310.21,1
315.94,4.02,1.7989,0.0071,311.92,1
314.41,3.72,1.7996,0.0055,310.69,1
315.11,4.28,1.7994,-0.0017,310.83000000000004,1
315.44,6.79,1.8006,0.006,308.65,1
313.94,5.8,1.8021,0.0124,308.14,1
315.92,4.76,1.8021,0.01,311.16,1
313.44,4.11,1.7994,-0.0254,309.33,1
316.31,5.73,1.8008,-0.0078,310.58,1
315.59,6.09,1.8004,0.0091,309.5,1
314.4,7.04,1.7992,0.0019,307.36,1
315.91,5.0,1.7998,-0.0104,310.91,1
315.26,4.04,1.7989,0.0054,311.22,1
315.06,4.77,1.7979,0.0003,310.29,1
312.86,4.86,1.797,0.0116,308.0,1
315.07,5.37,1.8011,-0.0024,309.7,1
315.18,5.63,1.8006,-0.0158,309.55,1
315.77,3.77,1.8016,-0.0087,312.0,1
314.11,4.06,1.8015,-0.0097,310.05,1
315.13,5.8,1.8003,-0.0235,309.33,1
314.87,4.61,1.8008,0.0163,310.26,1
317.97,4.72,1.7987,0.0105,313.25,1
315.31,5.99,1.7995,0.0089,309.32,1
314.18,5.65,1.8016,-0.0233,308.53000000000003,1
314.47,5.51,1.7997,0.0009,308.96000000000004,1
314.1,4.76,1.8014,-0.0069,309.34000000000003,1
314.58,4.28,1.7986,-0.0124,310.3,1
313.53,4.51,1.8014,-0.0005,309.02,1
316.07,5.34,1.8012,0.0081,310.73,1
314.57,3.86,1.7991,-0.0118,310.71,1
312.63,6.37,1.8009,-0.0084,306.26,1
315.98,5.11,1.8028,0.0095,310.87,1
313.98,4.89,1.7999,0.0083,309.09000000000003,1
314.24,3.52,1.8001,0.0097,310.72,1
315.75,4.02,1.8017,0.023,311.73,1
316.52,5.15,1.7997,0.0177,311.37,1
315.02,4.65,1.7997,0.0204,310.37,1
314.22,4.17,1.8006,-0.0018,310.05,1
313.43,6.31,1.7986,0.0141,307.12,1
316.36,4.44,1.8001,-0.0071,311.92,1
315.0,3.49,1.7995,-0.0037,311.51,1
316.93,6.17,1.8005,0.001,310.76,1
313.99,3.24,1.7994,0.0061,310.75,1
315.78,4.84,1.799,-0.0085,310.94,1
312.35,7.46,1.7995,-0.0134,304.89000000000004,1
315.84,4.1,1.8001,-0.0082,311.73999999999995,1
315.27,4.89,1.7985,0.0234,310.38,1
313.6,5.33,1.8013,-0.0287,308.27000000000004,1
313.89,5.77,1.7995,-0.0021,308.12,1
315.54,4.19,1.8009,0.001,311.35,1
316.55,3.96,1.7993,-0.0001,312.59000000000003,1
315.44,3.36,1.8008,-0.0027,312.08,1
313.44,5.07,1.7992,-0.0187,308.37,1
315.09,4.45,1.8021,-0.0016,310.64,1
314.36,6.49,1.8005,0.0152,307.87,1
314.94,4.8,1.7977,-0.0029,310.14,1
314.74,5.63,1.8002,-0.0173,309.11,1
317.41,5.67,1.7985,0.0028,311.74,1
315.86,3.82,1.7996,0.0009,312.04,1
316.93,5.06,1.8001,0.0213,311.87,1
314.84,6.21,1.8002,-0.0114,308.63,1
316.07,5.5,1.7984,-0.0042,310.57,1
317.63,5.72,1.7995,0.0011,311.91,1
314.17,4.43,1.7989,0.006,309.74,1
315.19,5.29,1.7998,0.002,309.9,1
313.59,4.96,1.8006,-0.0031,308.63,1
315.78,4.91,1.8004,-0.0045,310.86999999999995,1
316.31,4.44,1.7978,0.011,311.87,1
315.8,4.98,1.7992,-0.0085,310.82,1
316.29,5.69,1.7993,0.0037,310.6,1
315.94,3.36,1.8008,-0.006,312.58,1
314.89,5.27,1.7996,0.0053,309.62,1
314.78,5.32,1.8002,-0.0065,309.46,1
315.6,6.6,1.7988,0.0182,309.0,1
315.01,5.2,1.8005,-0.0079,309.81,1
315.07,6.83,1.8004,-0.0074,308.24,1
314.66,4.93,1.8009,-0.0088,309.73,1
312.74,5.49,1.7999,-0.0065,307.25,1
314.64,5.62,1.8003,-0.0035,309.02,1
314.92,3.79,1.8014,0.0011,311.13,1
314.88,4.12,1.8004,0.0016,310.76,1
316.44,5.51,1.799,0.0004,310.93,1
314.68,3.79,1.7975,0.0204,310.89,1
315.16,5.37,1.7991,-0.0087,309.79,1
314.94,4.07,1.8022,0.0146,310.87,1
313.01,4.8,1.8001,0.0102,308.21,1
314.39,3.78,1.7986,-0.0062,310.61,1
315.76,4.01,1.8,0.003,311.75,1
316.64,5.65,1.7995,0.0035,310.99,1
314.86,5.96,1.801,-0.0066,308.90000000000003,1
313.68,5.6,1.8013,0.011,308.08,1
315.69,4.59,1.7983,0.0194,311.1,1
314.76,6.52,1.8,-0.0052,308.24,1
313.83,4.04,1.7996,-0.0037,309.79,1
315.16,6.37,1.8023,-0.0206,308.79,1
315.51,5.58,1.8001,0.0021,309.93,1
314.44,6.06,1.7997,-0.0075,308.38,1
314.3,4.64,1.7993,0.0105,309.66,1
315.43,4.14,1.8005,-0.0014,311.29,1
315.52,5.27,1.7993,0.0054,310.25,1
314.7,5.02,1.7982,-0.0034,309.68,1
316.08,4.7,1.7997,0.0076,311.38,1
314.46,4.22,1.8013,-0.0096,310.23999999999995,1
316.53,5.06,1.8015,0.0027,311.47,1
313.78,4.59,1.8006,0.0074,309.19,1
315.88,5.41,1.7987,0.0091,310.47,1
315.06,3.65,1.8005,0.0018,311.41,1
316.69,5.3,1.7998,0.0159,311.39,1
315.64,4.0,1.7988,0.0161,311.64,1
314.74,2.94,1.8012,0.0068,311.8,1
316.44,6.64,1.801,-0.0118,309.8,1
315.77,3.91,1.7991,0.0007,311.86,1
315.26,4.01,1.7994,-0.0226,311.25,1
315.96,5.56,1.8005,0.0077,310.4,1
314.08,5.4,1.7991,-0.0158,308.68,1
314.9,4.6,1.801,0.0057,310.29999999999995,1
313.62,5.27,1.8005,0.007,308.35,1
316.89,5.74,1.798,0.006,311.15,1
314.64,7.43,1.7992,-0.0011,307.21,1
314.09,5.32,1.8003,-0.0058,308.77,1
313.4,4.16,1.7993,-0.0142,309.23999999999995,1
315.18,4.7,1.8006,-0.016,310.48,1
315.99,4.67,1.8015,0.0051,311.32,1
313.7,4.23,1.8004,-0.0065,309.47,1
314.68,5.38,1.8,0.0188,309.3,1
315.58,4.28,1.7983,-0.0062,311.3,1
314.49,4.52,1.8015,-0.0117,309.97,1
314.15,3.79,1.7984,0.0106,310.36,1
315.75,5.39,1.8002,-0.0109,310.36,1
315.72,4.73,1.8004,-0.0041,310.99,1
314.66,5.49,1.8015,0.0069,309.17,1
315.29,6.42,1.7997,-0.0239,308.87,1
315.51,3.55,1.8005,-0.0057,311.96,1
315.52,6.15,1.8004,0.0172,309.37,1
314.54,5.81,1.8002,-0.0207,308.73,1
315.19,5.74,1.8029,-0.0077,309.45,1
314.77,6.08,1.8005,-0.0126,308.69,1
314.27,5.77,1.8017,-0.0216,308.5,1
316.08,5.97,1.7996,-0.0021,310.11,1
315.46,4.59,1.7992,0.0122,310.87,1
313.9,4.45,1.8003,0.0012,309.45,1
315.53,4.72,1.8017,0.0021,310.80999999999995,1
314.69,4.73,1.7992,0.0038,309.96,1
314.78,2.43,1.7999,-0.0031,312.35,1
313.19,6.0,1.7992,-0.0027,307.19,1
314.53,6.59,1.7985,0.012,307.94,1
315.54,4.23,1.8006,-0.0032,311.31,1
314.72,5.31,1.8011,0.0003,309.41,1
316.12,4.47,1.8004,0.0062,311.65,1
314.18,5.77,1.8008,-0.0101,308.41,1
316.3,3.74,1.7998,-0.0031,312.56,1
313.93,4.3,1.8017,-0.0032,309.63,1
315.49,4.28,1.8004,0.0088,311.21000000000004,1
314.28,4.0,1.7987,0.0129,310.28,1
314.68,6.61,1.8016,0.0013,308.07,1
314.53,5.26,1.8015,0.0159,309.27,1
315.15,3.73,1.801,0.0014,311.42,1
315.99,4.84,1.799,-0.0044,311.15000000000003,1
314.55,5.23,1.7997,-0.0114,309.32,1
313.44,3.35,1.7994,0.009,310.09,1
315.37,5.65,1.8001,0.0092,309.72,1
313.73,6.69,1.801,-0.0024,307.04,1
314.24,5.75,1.8002,-0.0034,308.49,1
313.93,5.66,1.7985,-0.0071,308.27,1
315.21,5.83,1.8008,0.0017,309.38,1
314.99,4.39,1.8006,0.0051,310.6,1
317.24,4.28,1.7991,0.009,312.96000000000004,1
315.81,2.56,1.8,0.0054,313.25,1
316.02,3.36,1.7987,-0.0061,312.66,1
315.72,4.95,1.8016,-0.008,310.77000000000004,1
313.6,4.11,1.8006,0.0024,309.49,1
316.55,5.88,1.7997,0.0101,310.67,1
315.76,5.5,1.8007,0.0138,310.26,1
313.36,5.43,1.7994,-0.0052,307.93,1
315.59,4.06,1.7997,-0.0062,311.53,1
316.6,4.34,1.799,0.0069,312.26000000000005,1
314.98,5.04,1.8009,-0.0051,309.94,1
315.82,4.31,1.8003,0.0111,311.51,1
314.62,5.39,1.8023,-0.0172,309.23,1
314.6,3.87,1.8018,-0.0054,310.73,1
316.86,4.39,1.7999,-0.008,312.47,1
315.29,5.67,1.7995,0.0065,309.62,1
315.87,4.84,1.8002,0.0061,311.03000000000003,1
313.78,4.47,1.7994,-0.0187,309.30999999999995,1
315.51,4.75,1.8003,0.0056,310.76,1
314.2,2.81,1.7992,-0.0203,311.39,1
315.56,4.32,1.8001,-0.0177,311.24,1
315.9,5.04,1.8,-0.0105,310.86,1
315.39,3.86,1.7997,-0.0096,311.53,1
314.58,5.32,1.7985,0.008,309.26,1
313.5,4.9,1.7993,0.0121,308.6,1
316.37,5.46,1.8006,0.0131,310.91,1
315.39,5.14,1.7996,-0.005,310.25,1
314.89,5.82,1.7999,0.009,309.07,1
313.74,5.36,1.7992,-0.0029,308.38,1
314.88,7.42,1.801,-0.0035,307.46,1
313.32,5.76,1.8003,-0.007,307.56,1
315.37,6.2,1.7991,-0.0028,309.17,1
315.15,5.06,1.7994,-0.0139,310.09,1
314.64,5.73,1.7992,-0.0062,308.91,1
313.6,3.05,1.7999,0.0131,310.55,1
314.36,4.83,1.7992,0.0059,309.53000000000003,1
316.39,4.44,1.8011,0.0147,311.95,1
313.41,5.77,1.7999,0.0093,307.64000000000004,1
315.02,5.09,1.8003,0.0017,309.93,1
313.79,4.06,1.7988,-0.0036,309.73,1
313.99,6.16,1.7978,0.005,307.83,1
314.53,3.64,1.7991,0.0108,310.89,1
316.86,4.92,1.7991,-0.01,311.94,1
314.38,4.37,1.8008,0.004,310.01,1
314.22,5.39,1.7983,0.0024,308.83000000000004,1
315.64,5.56,1.8013,-0.0098,310.08,1
314.92,4.3,1.8021,-0.0045,310.62,1
316.21,3.13,1.8009,0.0057,313.08,1
317.18,5.44,1.799,0.0188,311.74,1
314.87,6.15,1.8003,0.0139,308.72,1
314.9,6.21,1.8004,0.0004,308.69,1
315.03,3.88,1.8015,-0.007,311.15,1
313.38,6.73,1.7992,-0.0142,306.65,1
313.77,4.62,1.7993,-0.0063,309.15,1
314.01,4.85,1.7998,-0.0025,309.16,1
312.59,4.6,1.8006,-0.005,307.98999999999995,1
315.86,6.12,1.7988,-0.0097,309.74,1
316.64,5.08,1.8002,-0.0058,311.56,1
317.08,4.08,1.8012,0.0117,313.0,1
313.65,5.17,1.7989,0.0077,308.48,1
313.38,4.18,1.7992,-0.0057,309.2,1
314.04,5.15,1.8009,0.0057,308.89000000000004,1
317.83,4.19,1.7992,0.0004,313.64,1
316.6,4.15,1.7987,0.0131,312.45000000000005,1
314.57,4.68,1.7992,-0.0036,309.89,1
314.58,4.56,1.7995,0.0072,310.02,1
316.91,5.98,1.7995,-0.0104,310.93,1
314.62,4.59,1.8014,-0.0082,310.03000000000003,1
314.99,4.36,1.8016,0.0129,310.63,1
313.4,4.57,1.7994,0.006,308.83,1
314.77,5.14,1.7985,0.0048,309.63,1
315.18,6.63,1.8015,0.0074,308.55,1
4.91,350.68,1.0572,-74.3065,-345.77,1
2.11,349.77,-0.0002,-0.0014,-347.66,1
4.49,349.32,-0.0006,-0.0079,-344.83,1
6.12,348.77,-0.0003,0.0045,-342.65,1
2.98,351.68,0.0016,0.0057,-348.7,1
6.43,349.85,-0.0004,-0.0014,-343.42,1
5.31,351.26,0.0004,0.0035,-345.95,1
4.29,350.39,0.0,0.0019,-346.1,1
4.5,350.59,0.0019,-0.0129,-346.09,1
3.54,350.5,0.0,-0.0096,-346.96,1
6.32,349.34,-0.0005,0.0088,-343.02,1
4.68,349.5,-0.0009,-0.0067,-344.82,1
4.44,351.03,0.0004,-0.0002,-346.59,1
4.26,350.81,0.0001,-0.0004,-346.55,1
2.25,350.37,-0.0002,0.003,-348.12,1
5.38,351.43,0.0019,-0.0018,-346.05,1
4.89,350.89,-0.0013,0.004,-346.0,1
5.74,350.58,0.0002,-0.0196,-344.84,1
4.1,349.83,0.0002,0.0024,-345.73,1
5.13,348.51,0.0002,0.0115,-343.38,1
5.75,349.14,-0.001,-0.002,-343.39,1
6.26,351.26,-0.0004,-0.0005,-345.0,1
5.9,349.77,0.0002,0.0041,-343.87,1
5.12,349.88,0.0009,-0.0054,-344.76,1
4.71,349.48,0.0001,-0.0013,-344.77000000000004,1
5.57,349.74,-0.0012,0.0097,-344.17,1
6.12,348.74,-0.0,0.0053,-342.62,1
5.61,351.32,-0.0016,-0.0043,-345.71,1
5.93,349.56,0.0015,-0.0035,-343.63,1
4.39,349.16,-0.0012,-0.0018,-344.77000000000004,1
4.54,350.48,0.0012,0.0159,-345.94,1
4.03,350.11,-0.0011,0.0037,-346.08000000000004,1
4.62,349.5,0.0015,0.0071,-344.88,1
5.68,350.46,-0.0021,0.001,-344.78,1
1.85,351.39,0.0003,0.0018,-349.54,1
5.19,351.81,-0.0005,0.0033,-346.62,1
5.52,348.82,0.0004,0.0102,-343.3,1
6.21,349.52,0.0006,0.0018,-343.31,1
3.35,349.27,0.0001,-0.0028,-345.92,1
4.83,349.54,-0.0006,-0.0031,-344.71000000000004,1
5.43,351.7,-0.0028,0.0084,-346.27,1
6.46,350.08,0.0007,-0.0168,-343.62,1
6.45,351.92,0.0013,-0.0134,-345.47,1
6.1,350.42,-0.0005,-0.0114,-344.32,1
4.73,349.95,-0.0002,-0.0036,-345.22,1
4.69,350.24,0.0015,-0.0123,-345.55,1
6.51,350.07,-0.0004,-0.006,-343.56,1
5.1,349.65,-0.0025,-0.0048,-344.54999999999995,1
4.31,350.78,0.0002,0.0046,-346.47,1
5.72,349.9,0.0006,-0.0102,-344.17999999999995,1
3.79,350.23,0.0002,-0.0088,-346.44,1
3.05,350.8,-0.0011,0.019,-347.75,1
5.48,350.1,0.001,0.0008,-344.62,1
4.67,347.82,0.0003,-0.0009,-343.15,1
4.22,350.86,0.0003,-0.0012,-346.64,1
5.16,351.18,-0.0007,-0.0221,-346.02,1
4.79,350.72,0.0012,-0.0002,-345.93,1
6.64,350.56,-0.0007,0.022,-343.92,1
5.81,350.36,-0.0015,0.0078,-344.55,1
5.14,349.53,0.0011,0.0024,-344.39,1
6.05,349.92,0.0009,0.0231,-343.87,1
3.25,349.48,-0.0005,-0.0202,-346.23,1
5.43,350.09,0.0004,-0.009,-344.66,1
4.01,350.37,-0.0001,0.0106,-346.36,1
4.29,349.91,0.0008,-0.0132,-345.62,1
5.06,349.59,-0.001,0.0067,-344.53,1
6.0,349.98,0.001,0.008,-343.98,1
5.35,352.26,-0.0014,0.0054,-346.91,1
4.12,349.2,-0.0005,-0.0001,-345.08,1
4.62,351.13,-0.0001,0.0091,-346.51,1
4.99,350.05,0.0009,0.0182,-345.06,1
5.88,349.68,-0.0013,-0.0124,-343.8,1
4.85,348.98,0.0011,-0.0098,-344.13,1
6.11,350.05,-0.0006,-0.0129,-343.94,1
7.17,349.9,-0.0004,-0.0117,-342.73,1
5.64,352.57,0.0006,-0.0104,-346.93,1
5.69,350.84,0.0004,-0.0088,-345.15,1
4.83,350.86,-0.0005,-0.0,-346.03000000000003,1
5.34,349.56,0.0001,-0.0069,-344.22,1
6.0,349.8,-0.0003,-0.008,-343.8,1
4.32,349.69,-0.0004,0.017,-345.37,1
5.31,352.15,-0.0005,-0.01,-346.84,1
7.14,348.5,0.0001,0.0201,-341.36,1
3.78,352.13,0.0002,-0.001,-348.35,1
6.26,352.37,-0.0,-0.0054,-346.11,1
5.46,349.54,-0.0001,0.0048,-344.08000000000004,1
6.24,351.26,-0.0008,0.0097,-345.02,1
6.81,350.41,0.0002,0.0117,-343.6,1
4.45,349.73,-0.0005,-0.0012,-345.28000000000003,1
5.8,349.96,-0.0004,-0.0022,-344.16,1
6.77,348.59,0.0004,-0.0034,-341.82,1
5.25,349.18,-0.0007,0.0027,-343.93,1
4.23,349.44,-0.0007,-0.007,-345.21,1
4.95,349.33,0.0002,-0.0105,-344.38,1
4.24,349.35,-0.0008,0.0222,-345.11,1
5.68,349.83,-0.0011,-0.0027,-344.15,1
4.31,350.11,-0.0004,-0.0053,-345.8,1
6.32,350.78,-0.0016,0.0172,-344.46,1
5.08,350.39,0.0003,0.0041,-345.31,1
3.48,350.98,-0.0,0.0056,-347.5,1
7.27,349.83,-0.0002,-0.0241,-342.56,1
4.92,351.13,0.0003,-0.0034,-346.21,1
6.6,349.68,0.0012,-0.0023,-343.08,1
4.66,349.11,0.0003,-0.0067,-344.45,1
4.96,348.67,0.0011,-0.0037,-343.71000000000004,1
5.58,349.76,-0.0003,0.0005,-344.18,1
3.29,349.05,0.0012,0.004,-345.76,1
4.38,350.39,0.0008,0.0018,-346.01,1
3.79,350.2,-0.0007,-0.0065,-346.41,1
5.54,349.81,-0.0003,0.0,-344.27,1
5.67,349.72,0.0008,0.0107,-344.05,1
4.65,349.64,-0.0001,0.0063,-344.99,1
5.64,349.35,-0.0011,0.0099,-343.71000000000004,1
4.36,350.42,0.0002,-0.0012,-346.06,1
5.8,348.97,0.0006,-0.0051,-343.17,1
6.51,351.6,0.0005,-0.0013,-345.09000000000003,1
5.69,347.41,-0.0007,0.0139,-341.72,1
4.61,348.78,0.0005,-0.0099,-344.17,1
3.92,349.63,0.0009,0.0252,-345.71,1
5.69,350.76,0.0004,0.0145,-345.07,1
5.67,348.91,0.0009,0.001,-343.24,1
6.53,350.87,0.0005,0.0006,-344.34000000000003,1
4.33,348.34,0.0017,0.0139,-344.01,1
6.44,348.64,-0.0001,0.0061,-342.2,1
8.04,350.03,-0.0011,-0.0085,-341.98999999999995,1
5.78,348.76,-0.0008,0.0187,-342.98,1
4.45,351.76,-0.0005,0.0022,-347.31,1
5.16,349.44,0.0017,-0.0192,-344.28,1
5.37,348.62,-0.0003,-0.0038,-343.25,1
3.12,348.81,0.0011,-0.012,-345.69,1
5.67,350.34,0.0002,0.0209,-344.67,1
4.85,351.85,0.0013,0.001,-347.0,1
3.89,350.65,0.0001,-0.0059,-346.76,1
4.59,351.48,0.0006,-0.0031,-346.89000000000004,1
4.41,351.04,-0.0007,0.0128,-346.63,1
4.64,349.82,0.0015,-0.0026,-345.18,1
6.22,349.55,0.0004,0.0017,-343.33,1
2.59,352.05,0.0004,-0.0025,-349.46000000000004,1
6.44,350.33,0.0004,0.0054,-343.89,1
5.33,349.52,-0.0001,-0.0147,-344.19,1
4.83,349.16,0.0003,0.0128,-344.33000000000004,1
5.4,350.62,-0.0001,-0.0006,-345.22,1
4.79,348.41,-0.0001,0.0074,-343.62,1
5.92,349.98,-0.0005,-0.0136,-344.06,1
5.78,348.13,-0.0005,-0.0013,-342.35,1
6.18,350.08,0.0003,0.0092,-343.9,1
3.26,350.55,0.002,0.0098,-347.29,1
6.39,350.44,0.0012,0.0029,-344.05,1
4.45,349.33,0.0002,0.0016,-344.88,1
1.73,351.9,0.0002,-0.0104,-350.17,1
4.36,348.69,0.0005,0.0064,-344.33,1
4.78,350.17,-0.0004,-0.0128,-345.39000000000004,1
5.34,351.62,0.0002,0.002,-346.28000000000003,1
5.32,350.09,-0.0007,0.0148,-344.77,1
4.89,350.17,-0.0011,-0.0092,-345.28000000000003,1
4.47,351.42,0.0005,0.0011,-346.95,1
